"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","BoardAsianAmerican","BoardBlackAmerican","BoardHispanicAmerican","BoardMinorityStatus","BoardNativeAmerican","CurMemAsianAmerican","CurMemBlackAmerican","CurMemHispanicAmerican","CurMemMinorityStatus","CurMemNativeAmerican","EligibleMinorityStatus","FOMAsianAmerican","FOMBlackAmerican","FOMHispanicAmerican","FOMMinorityStatus","FOMNativeAmerican","MemberMinorityStatus"
68530,12/31/2024 0:00:00,5678,"549300L44U62O7WHRR78","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 20 2024  8:00AM","","","","","","","","","","","","","","","","",""
68531,12/31/2024 0:00:00,8070,"549300DN6A0I2MKQYG08","1","1","0","0","0","1","0","1","0","0","1","0","1","1","1","Feb 14 2023  5:00AM","","","","","","","","","","","","","","","","",""
68536,12/31/2024 0:00:00,8605,"549300QIUZLVR1OLDH55","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  5:00AM","","","","","","","","","","","","","","","","",""
68540,12/31/2024 0:00:00,9852,"254900S7X9G17L8QBB81","1","0","0","0","0","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68545,12/31/2024 0:00:00,12279,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68546,12/31/2024 0:00:00,13055,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
68547,12/31/2024 0:00:00,26401,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68549,12/31/2024 0:00:00,522,"","1","0","0","0","0","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","",""
68557,12/31/2024 0:00:00,2937,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68558,12/31/2024 0:00:00,4905,"549300Z4HQ7YDKUVEW39","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  7:00AM","","","","","","","","","","","","","","","","",""
68559,12/31/2024 0:00:00,733,"2549004IXUWDS2CYU578","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 21 2024  6:00AM","","","","","","","","","","","","","","","","",""
68560,12/31/2024 0:00:00,13681,"5493009NZUFSRFRWTY71","1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb 29 2024  7:00AM","","","","","","","","","","","","","","","","",""
68561,12/31/2024 0:00:00,25569,"549300WYRD3CZ6KH1N11","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","Feb 28 2024  5:00AM","","","","","","","","","","","","","","","","",""
68562,12/31/2024 0:00:00,278,"","1","1","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68563,12/31/2024 0:00:00,1894,"254900IHSZUFLA4J1Q14","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","Feb 23 2024  5:00AM","","","","","","","","","","","","","","","","",""
68565,12/31/2024 0:00:00,3860,"54930067MGJBFNEN1P47","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","","","","","","","","","","","","","","","","","",""
68567,12/31/2024 0:00:00,4904,"549300HWQV4ZV6WMCK88","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 21 2024  7:00AM","","","","","","","","","","","","","","","","",""
68571,12/31/2024 0:00:00,6985,"549300STHIK6SGJQIY70","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 19 2024  5:00AM","","","","","","","","","","","","","","","","",""
68572,12/31/2024 0:00:00,631,"","1","1","0","1","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","",""
68574,12/31/2024 0:00:00,4589,"549300MH5OXXJKWZZY83","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 26 2024  5:00AM","","","","","","","","","","","","","","","","",""
68575,12/31/2024 0:00:00,5056,"549300B8JSCK4ZNVX087","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2024  6:00AM","","","","","","","","","","","","","","","","",""
68576,12/31/2024 0:00:00,14230,"549300YEI60WAHWQ3110","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 22 2024  8:00AM","","","","","","","","","","","","","","","","",""
68577,12/31/2024 0:00:00,5294,"","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","","","","","","","","","","","","","","","","","",""
68579,12/31/2024 0:00:00,15012,"549300EM6UG8HE3P8U74","1","1","0","1","0","0","0","0","1","0","0","0","1","1","1","Feb  2 2024  8:00AM","","","","","","","","","","","","","","","","",""
68581,12/31/2024 0:00:00,3302,"549300BTTIQWNC2CFA21","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jul 30 2024  4:00AM","","","","","","","","","","","","","","","","",""
68583,12/31/2024 0:00:00,18001,"549300FGGERPRKXH7V65","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 27 2024  6:00AM","","","","","","","","","","","","","","","","",""
68584,12/31/2024 0:00:00,4463,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68586,12/31/2024 0:00:00,1093,"549300D15L4ETR8E9517","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Jan  7 2025  6:00AM","","","","","","","","","","","","","","","","",""
68587,12/31/2024 0:00:00,23780,"549300EBDJ0OSO5L7O79","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 26 2024  5:00AM","","","","","","","","","","","","","","","","",""
68588,12/31/2024 0:00:00,21555,"5493004k0z4rfjspyt52","1","1","0","0","0","1","1","0","1","0","0","0","1","1","1","Feb 27 2024  6:00AM","","","","","","","","","","","","","","","","",""
68589,12/31/2024 0:00:00,15446,"","1","1","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68595,12/31/2024 0:00:00,3439,"549300WOJH0MSG0OIM41","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Dec 31 2024  6:00AM","","","","","","","","","","","","","","","","",""
68596,12/31/2024 0:00:00,6776,"549300CKKPTDS03YHG30","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68597,12/31/2024 0:00:00,23046,"5493007NQFYTLJ0O4M47","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 30 2025  6:00AM","","","","","","","","","","","","","","","","",""
68598,12/31/2024 0:00:00,21527,"254900378RFGMBEKAF12","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 13 2024  6:00AM","","","","","","","","","","","","","","","","",""
68599,12/31/2024 0:00:00,24033,"549300TWLXP5O4IHG211","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1","Jan 18 2025  6:00AM","","","","","","","","","","","","","","","","",""
68600,12/31/2024 0:00:00,13208,"549300K7224BC1IAX207","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","Feb 28 2024  5:00AM","","","","","","","","","","","","","","","","",""
68601,12/31/2024 0:00:00,14475,"549300HVW3AI97UKTO72","1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  6:00AM","","","","","","","","","","","","","","","","",""
68602,12/31/2024 0:00:00,11023,"5493007MURRUYDI58M87","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan  7 2025  5:00AM","","","","","","","","","","","","","","","","",""
68603,12/31/2024 0:00:00,26429,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
68604,12/31/2024 0:00:00,16291,"549300LUSWY3HVRZHF54","1","1","0","0","1","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68605,12/31/2024 0:00:00,13039,"549300IH3DF6NS2IYJ30","1","1","1","1","1","0","0","0","1","0","1","1","1","1","1","Mar 31 2024  5:00AM","","","","","","","","","","","","","","","","",""
68606,12/31/2024 0:00:00,8824,"5493000321W4GKLZ1Y10","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Mar  1 2024  6:00AM","","","","","","1","1","1","1","","","","","","","",""
68607,12/31/2024 0:00:00,6149,"549300TE5E6DWAI74K71","1","1","1","0","1","0","0","0","0","0","0","0","1","1","1","Feb 15 2024  5:00AM","","","","","","","","","","","","","","","","",""
68608,12/31/2024 0:00:00,2593,"549300BDFK1ZR5QSY015","1","1","1","1","1","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","",""
68609,12/31/2024 0:00:00,2078,"","1","1","1","1","1","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","",""
68613,12/31/2024 0:00:00,2943,"549300PMVNBERP6TB157","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","Jan 25 2024  8:00AM","","","","","","","","","","","","","","","","",""
68615,12/31/2024 0:00:00,4816,"549300CPM35KXH0BZ823","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Jan 29 2024  6:00AM","","","1","1","","","","1","1","","","1","1","1","1","1",""
68616,12/31/2024 0:00:00,17429,"549300N6Q6IC190UPB76","1","1","1","1","1","1","1","0","0","0","1","0","1","1","1","Jan 12 2025  7:00AM","","","","","","","1","1","1","","","","","","","",""
68617,12/31/2024 0:00:00,8703,"54930023BNS4HPJ4WJ61","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","Mar 29 2024  4:00AM","","","","","","","","","","","","","","","","",""
68620,12/31/2024 0:00:00,13788,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
68622,12/31/2024 0:00:00,6398,"","1","0","0","0","0","0","0","0","1","0","1","0","1","1","","","","","","","","","","","","","","","","","","",""
68623,12/31/2024 0:00:00,1919,"549300A03BP6F4DI7N56","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","","","","","","","","","","","","","","","","","",""
68628,12/31/2024 0:00:00,3444,"549300QWWD15EBFCNL02","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","Feb  7 2024  6:00AM","","","","","","","","","","","","","","","","",""
68629,12/31/2024 0:00:00,2590,"549300JWMTKHFOXRS523","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 21 2024  5:00AM","","","","","","","","","","","","","","","","",""
68631,12/31/2024 0:00:00,3326,"5493007XQ4LU452LQJ67","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb 14 2024  5:00AM","","","","","","","","","","","","","","","","",""
68632,12/31/2024 0:00:00,520,"5493003KK3OFPYXHCI44","1","1","1","0","1","0","0","0","1","0","1","1","1","1","1","Mar  1 2024  5:00AM","","","","","","","","","","","","","","","","",""
68638,12/31/2024 0:00:00,8022,"549300LDBCZGR7DW6211","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 13 2024  5:00AM","","","","","","","","","","","","","","","","",""
68639,12/31/2024 0:00:00,5046,"254900LSUA7OOX54X398","1","1","1","0","1","0","0","0","1","0","0","0","1","1","1","Feb 12 2024  5:00AM","","","","","","","","","","","","","","","","",""
68641,12/31/2024 0:00:00,3329,"549300QGO7S838JDBC47","1","1","0","0","0","1","0","0","1","0","0","0","1","1","1","Feb  6 2024  5:00AM","","","","","","","","","","","","","","","","",""
68643,12/31/2024 0:00:00,243,"549300HO5ZZCX2Z8V467","1","1","1","1","1","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","",""
68645,12/31/2024 0:00:00,13171,"549300T0000W36EX6R40","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Jul  9 2024  4:00AM","","","","","","","1","1","1","","","","","","","",""
68646,12/31/2024 0:00:00,3815,"5493009YUAJW70SG7L54","1","1","0","1","1","0","0","0","0","0","0","1","1","1","1","Feb 29 2024  5:00AM","","","","","","","1","1","1","","","","","","","",""
68647,12/31/2024 0:00:00,8755,"549300QFE7UAEZ8Q4U55","1","1","1","1","1","0","0","0","0","0","1","0","1","1","1","Feb 28 2024  7:00AM","","","","","","","","","","","","","","","","",""
68651,12/31/2024 0:00:00,14480,"529900T8BM49AURSDO55","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2024  6:00AM","","","","","","","","","","","","","","","","",""
68656,12/31/2024 0:00:00,4497,"254900Z8J5L9POS71X51","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 14 2023  8:00AM","","","","","","","","","","","","","","","","",""
68657,12/31/2024 0:00:00,424,"549300XUMML1SMLTVQ62","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  8 2024  5:00AM","","","","","","","","","","","","","","","","",""
68658,12/31/2024 0:00:00,4037,"549300GYDLDVRYKJ3N02","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68659,12/31/2024 0:00:00,44,"549300TYB178RNWPFB28","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  5:00AM","","","","","","","","","","","","","","","","",""
68660,12/31/2024 0:00:00,5605,"549300HH0V8LECLNPQ26","1","0","0","0","1","0","0","1","0","0","0","0","1","1","1","Feb  6 2024  8:00AM","","","","","","","","","","","","","","","","",""
68661,12/31/2024 0:00:00,6918,"549300YSLPB4FWL34Z59","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 10 2024  5:00AM","","","","","","","","","","","","","","","","",""
68662,12/31/2024 0:00:00,1212,"549300DRZGISDSL1BX02","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","Feb 29 2024  5:00AM","","","","","","","","","","","","","","","","",""
68663,12/31/2024 0:00:00,10400,"5493003BXKRGHQHRJV38","1","0","0","0","0","0","0","0","1","0","1","0","1","1","1","Feb  9 2024  5:00AM","","","","","","","","","","","","","","","","",""
68664,12/31/2024 0:00:00,5744,"549300Z2FPZZD55OG155","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","Feb 29 2024  6:00AM","","","","","","","","","","","","","","","","",""
68665,12/31/2024 0:00:00,4731,"254900ARL5FDX2OOH702","1","1","1","0","0","0","0","0","1","0","0","0","1","1","1","Jun 30 2024  4:00AM","","","","","","","","","","","","","","","","",""
68666,12/31/2024 0:00:00,13670,"549300OCBGBM6IS0J130","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","Feb 16 2024  5:00AM","","","","","","","","","","","","","","","","",""
68667,12/31/2024 0:00:00,15142,"549300VPYRW4D9VH0G53","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 16 2024  6:00AM","","","","","","","","","","","","","","","","",""
68668,12/31/2024 0:00:00,2835,"549300PUF6BDR1QRB167","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb  1 2024  8:00AM","","","","","","","","","","","","","","","","",""
68669,12/31/2024 0:00:00,14489,"549300E34W6TNRG7B624","1","1","1","0","1","0","0","0","1","0","1","0","1","1","1","Jan 31 2024  8:00AM","","","","","","","","","","","","","","","","",""
68670,12/31/2024 0:00:00,4425,"549300AUL77A8UKADB04","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 20 2024  5:00AM","","","","","","","","","","","","","","","","",""
68671,12/31/2024 0:00:00,5712,"6GK3WNTSHBNJOVP1LV97","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 29 2024  7:00AM","","","","","","","","","","","","","","","","",""
68672,12/31/2024 0:00:00,5142,"549300SQ2G271NHKJQ07","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Jan 25 2024  5:00AM","","","","","","","","","","","","","","","","",""
68673,12/31/2024 0:00:00,4214,"5493003T62KDXQ6J4W58","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1","Jan 15 2025  5:00AM","","","","","","","","","","","","","","","","",""
68674,12/31/2024 0:00:00,18,"","1","1","1","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68675,12/31/2024 0:00:00,26454,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
68676,12/31/2024 0:00:00,14487,"","1","1","0","0","0","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68677,12/31/2024 0:00:00,4708,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68678,12/31/2024 0:00:00,2052,"254900CDUILFTCPB7H89","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","Feb  9 2024  5:00AM","","","","","","","","","","","","","","","","",""
68679,12/31/2024 0:00:00,3508,"549300WJVATE8FMFMR49","1","1","0","1","1","0","0","0","0","0","0","0","1","1","1","Jan 15 2025  5:00AM","","","","","","","","","","","","","","","","",""
68680,12/31/2024 0:00:00,12434,"984500D092D1E2CYDB19","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  5:00AM","","","","","","","","","","","","","","","","",""
68681,12/31/2024 0:00:00,9636,"549300T7QCXC3PXO0W07","1","0","1","0","0","1","1","0","0","0","1","0","1","1","1","Feb 27 2024  6:00AM","","","","","","","","","","","","","","","","",""
68682,12/31/2024 0:00:00,3554,"2549000PNXYVRN44TV91","1","0","0","0","0","0","0","1","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
68683,12/31/2024 0:00:00,4526,"549300512TZWD1YUA619","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Feb 22 2024  5:00AM","","","","","","","","","","","","","","","","",""
68684,12/31/2024 0:00:00,50,"549300PM3R14MRQSOJ39","1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","Feb 22 2024  6:00AM","","","","","","","","","","","","","","","","",""
68685,12/31/2024 0:00:00,2163,"549300BFT56DKVQ9BL15","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","Jan 22 2024  6:00AM","","","","","","","","","","","","","","","","",""
68686,12/31/2024 0:00:00,2258,"549300LFCGLCYQ1SAJ07","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 23 2025  5:00AM","","","","","","","","","","","","","","","","",""
68687,12/31/2024 0:00:00,9965,"254900XIJWVBUNAUBG18","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  5 2024  6:00AM","","","","","","","","","","","","","","","","",""
68688,12/31/2024 0:00:00,5483,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
68689,12/31/2024 0:00:00,14341,"549300E57105E8PDY082","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 23 2024  7:00AM","","","","","","","","","","","","","","","","",""
68690,12/31/2024 0:00:00,2364,"2549008NRAZRGNG0TT58","1","1","0","1","1","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
68691,12/31/2024 0:00:00,9626,"","1","0","1","0","0","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","",""
68693,12/31/2024 0:00:00,4858,"549300L4PTYXDMX1GS50","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 26 2024  5:00AM","","","","","","","","","","","","","","","","",""
